OBJECTID_1,FID_TPThuD,OBJECTID,ID,TEN_QUAN,MAHC,CAPHC,Shape_Leng,Shape_Le_1,Shape_Area
4,1,0,0.00000000000,TP-Thß╗º ─Éß╗⌐c,,,0.00000000000,106507.35939300000,211953223.59800000000
