StartPoint,EndPoint,Distance,net_length
56,79,230.00000000120002,0.0
56,80,239.99999999997002,0.0
56,81,250.00000000057003,0.0
56,82,260.00000000042,0.0
56,83,270.00000000082,0.0
56,84,280.00000000122003,0.0
56,85,290.00000000073004,0.0
56,86,300.00000000113005,0.0
56,87,310.00000000103006,0.0
56,88,320.0000000004201,0.0
56,89,330.00000000062005,0.0
56,90,340.00000000052006,0.0
56,91,350.00000000142006,0.0
56,92,360.00000000182007,0.0
56,93,369.9999999991801,0.0
56,94,380.0000000015801,0.0
56,95,390.0000000008601,0.0
56,96,400.0000000013601,0.0
56,97,410.0000000013601,0.0
56,98,420.0000000012601,0.0
56,99,430.0000000007701,0.0
56,100,440.00000000005014,0.0
57,50,70.00000000094,0.0
57,51,59.99999999874,0.0
57,52,50.00000000037,0.0
57,53,40.00000000104,0.0
57,54,30.00000000142,0.0
57,55,20.00000000052,0.0
57,56,10.0000000009,0.0
57,58,9.99999999985,0.0
57,59,19.9999999997,0.0
57,60,29.999999999550003,0.0
57,61,39.99999999965,0.0
57,62,49.999999999850004,0.0
57,63,60.000000000350006,0.0
57,64,69.99999999946,0.0
57,65,80.00000000006,0.0
57,66,89.99999999968,0.0
57,67,99.99999999953,0.0
57,68,109.99999999963,0.0
57,69,119.99999999983001,0.0
57,70,129.99999999905,0.0
57,71,139.99999999985,0.0
57,72,149.99999999981,0.0
57,73,159.99999999977,0.0
57,74,170.00000000037002,0.0
57,75,180.00000000127002,0.0
57,76,189.99999999987003,0.0
57,77,199.99999999997002,0.0
57,78,209.99999999930003,0.0
57,79,220.00000000030002,0.0
57,80,229.99999999907,0.0
57,81,239.99999999967002,0.0
57,82,249.99999999952,0.0
57,83,259.99999999992,0.0
57,84,270.00000000032003,0.0
57,85,279.99999999983004,0.0
57,86,290.00000000023005,0.0
57,87,300.00000000013006,0.0
57,88,309.99999999952007,0.0
57,89,319.99999999972005,0.0
57,90,329.99999999962006,0.0
57,91,340.00000000052006,0.0
57,92,350.00000000092007,0.0
57,93,359.9999999982801,0.0
57,94,370.0000000006801,0.0
57,95,379.9999999999601,0.0
57,96,390.0000000004601,0.0
57,97,400.0000000004601,0.0
57,98,410.0000000003601,0.0
57,99,419.9999999998701,0.0
57,100,429.99999999915013,0.0
58,50,80.00000000079,0.0
58,51,69.99999999859,0.0
58,52,60.000000000220005,0.0
58,53,50.000000000890005,0.0
58,54,40.00000000127,0.0
58,55,30.00000000037,0.0
58,56,20.00000000075,0.0
58,57,9.99999999985,0.0
58,59,9.99999999985,0.0
58,60,19.9999999997,0.0
58,61,29.999999999800004,0.0
58,62,40.0,0.0
58,63,50.0000000005,0.0
58,64,59.999999999610004,0.0
58,65,70.00000000021001,0.0
58,66,79.99999999983001,0.0
58,67,89.99999999968001,0.0
58,68,99.99999999978002,0.0
58,69,109.99999999998002,0.0
58,70,119.99999999920001,0.0
58,71,130.0,0.0
58,72,139.99999999996,0.0
58,73,149.99999999992002,0.0
58,74,160.00000000052003,0.0
58,75,170.00000000142003,0.0
58,76,180.00000000002004,0.0
58,77,190.00000000012002,0.0
58,78,199.99999999945004,0.0
58,79,210.00000000045003,0.0
58,80,219.99999999922002,0.0
58,81,229.99999999982003,0.0
58,82,239.99999999967002,0.0
58,83,250.00000000007003,0.0
58,84,260.00000000047004,0.0
58,85,269.99999999998005,0.0
58,86,280.00000000038006,0.0
58,87,290.00000000028007,0.0
58,88,299.9999999996701,0.0
58,89,309.99999999987006,0.0
58,90,319.99999999977007,0.0
58,91,330.00000000067007,0.0
58,92,340.0000000010701,0.0
58,93,349.9999999984301,0.0
58,94,360.0000000008301,0.0
58,95,370.0000000001101,0.0
58,96,380.0000000006101,0.0
58,97,390.0000000006101,0.0
58,98,400.0000000005101,0.0
58,99,410.0000000000201,0.0
58,100,419.99999999930014,0.0
59,50,90.00000000064,0.0
59,51,79.99999999844,0.0
59,52,70.00000000007,0.0
59,53,60.00000000074001,0.0
59,54,50.00000000112001,0.0
59,55,40.000000000220005,0.0
59,56,30.000000000600004,0.0
59,57,19.9999999997,0.0
59,58,9.99999999985,0.0
59,60,9.99999999985,0.0
59,61,19.99999999995,0.0
59,62,30.00000000015,0.0
59,63,40.00000000065,0.0
59,64,49.99999999976,0.0
59,65,60.000000000360004,0.0
59,66,69.99999999998,0.0
59,67,79.99999999983001,0.0
59,68,89.99999999993001,0.0
59,69,100.00000000013002,0.0
59,70,109.99999999935001,0.0
59,71,120.00000000015001,0.0
59,72,130.00000000011002,0.0
59,73,140.00000000007003,0.0
59,74,150.00000000067004,0.0
59,75,160.00000000157004,0.0
59,76,170.00000000017005,0.0
59,77,180.00000000027003,0.0
59,78,189.99999999960005,0.0
59,79,200.00000000060004,0.0
59,80,209.99999999937003,0.0
59,81,219.99999999997004,0.0
59,82,229.99999999982003,0.0
59,83,240.00000000022004,0.0
59,84,250.00000000062005,0.0
59,85,260.00000000013006,0.0
59,86,270.00000000053006,0.0
59,87,280.0000000004301,0.0
59,88,289.9999999998201,0.0
59,89,300.00000000002007,0.0
59,90,309.9999999999201,0.0
59,91,320.0000000008201,0.0
59,92,330.0000000012201,0.0
59,93,339.9999999985801,0.0
59,94,350.0000000009801,0.0
59,95,360.0000000002601,0.0
59,96,370.0000000007601,0.0
59,97,380.0000000007601,0.0
59,98,390.0000000006601,0.0
59,99,400.00000000017013,0.0
59,100,409.99999999945015,0.0
60,50,100.00000000049,0.0
60,51,89.99999999829001,0.0
60,52,79.99999999992,0.0
60,53,70.00000000059,0.0
60,54,60.000000000970005,0.0
60,55,50.00000000007,0.0
60,56,40.00000000045,0.0
60,57,29.999999999550003,0.0
60,58,19.9999999997,0.0
60,59,9.99999999985,0.0
60,61,10.0000000001,0.0
60,62,20.0000000003,0.0
60,63,30.0000000008,0.0
60,64,39.99999999991,0.0
60,65,50.00000000051,0.0
60,66,60.00000000013,0.0
60,67,69.99999999998,0.0
60,68,80.00000000008001,0.0
60,69,90.00000000028001,0.0
60,70,99.9999999995,0.0
60,71,110.0000000003,0.0
60,72,120.00000000026,0.0
60,73,130.00000000022,0.0
60,74,140.00000000082002,0.0
60,75,150.00000000172003,0.0
60,76,160.00000000032003,0.0
60,77,170.00000000042002,0.0
60,78,179.99999999975,0.0
60,79,190.00000000075,0.0
60,80,199.99999999951999,0.0
60,81,210.00000000012,0.0
60,82,219.99999999997,0.0
60,83,230.00000000037,0.0
60,84,240.00000000077,0.0
60,85,250.00000000028,0.0
60,86,260.00000000068,0.0
60,87,270.00000000058003,0.0
60,88,279.99999999997004,0.0
60,89,290.00000000017,0.0
60,90,300.00000000007003,0.0
60,91,310.00000000097003,0.0
60,92,320.00000000137004,0.0
60,93,329.99999999873006,0.0
60,94,340.00000000113005,0.0
60,95,350.00000000041007,0.0
60,96,360.00000000091006,0.0
60,97,370.00000000091006,0.0
60,98,380.0000000008101,0.0
60,99,390.0000000003201,0.0
60,100,399.9999999996001,0.0
61,50,110.00000000059,0.0
61,51,99.99999999839001,0.0
61,52,90.00000000002001,0.0
61,53,80.00000000069001,0.0
61,54,70.00000000107,0.0
61,55,60.000000000170004,0.0
61,56,50.00000000055,0.0
61,57,39.99999999965,0.0
61,58,29.9999999998,0.0
61,59,19.99999999995,0.0
61,60,10.0000000001,0.0
61,62,10.0000000002,0.0
61,63,20.0000000007,0.0
61,64,29.99999999981,0.0
61,65,40.00000000041,0.0
61,66,50.00000000003,0.0
61,67,59.99999999988,0.0
61,68,69.99999999998,0.0
61,69,80.00000000018001,0.0
61,70,89.9999999994,0.0
61,71,100.0000000002,0.0
61,72,110.00000000016,0.0
61,73,120.00000000012,0.0
61,74,130.00000000072,0.0
61,75,140.00000000162,0.0
61,76,150.00000000022,0.0
61,77,160.00000000032,0.0
61,78,169.99999999965002,0.0
61,79,180.00000000065,0.0
61,80,189.99999999942,0.0
61,81,200.00000000002,0.0
61,82,209.99999999987,0.0
61,83,220.00000000027,0.0
61,84,230.00000000067,0.0
61,85,240.00000000018002,0.0
61,86,250.00000000058003,0.0
61,87,260.00000000048004,0.0
61,88,269.99999999987006,0.0
61,89,280.00000000007003,0.0
61,90,289.99999999997004,0.0
61,91,300.00000000087005,0.0
61,92,310.00000000127005,0.0
61,93,319.9999999986301,0.0
61,94,330.00000000103006,0.0
61,95,340.0000000003101,0.0
61,96,350.0000000008101,0.0
61,97,360.0000000008101,0.0
61,98,370.0000000007101,0.0
61,99,380.0000000002201,0.0
61,100,389.9999999995001,0.0
62,50,120.00000000079001,0.0
62,51,109.99999999859001,0.0
62,52,100.00000000022001,0.0
62,53,90.00000000089001,0.0
62,54,80.00000000127001,0.0
62,55,70.00000000037001,0.0
62,56,60.000000000750006,0.0
62,57,49.999999999850004,0.0
62,58,40.0,0.0
62,59,30.00000000015,0.0
62,60,20.0000000003,0.0
62,61,10.0000000002,0.0
62,63,10.0000000005,0.0
62,64,19.99999999961,0.0
62,65,30.00000000021,0.0
62,66,39.99999999983,0.0
62,67,49.99999999968,0.0
62,68,59.99999999978,0.0
62,69,69.99999999998,0.0
62,70,79.9999999992,0.0
62,71,90.0,0.0
62,72,99.99999999996,0.0
62,73,109.99999999991999,0.0
62,74,120.00000000051999,0.0
62,75,130.00000000141998,0.0
62,76,140.00000000001998,0.0
62,77,150.00000000011997,0.0
62,78,159.99999999944998,0.0
62,79,170.00000000044997,0.0
62,80,179.99999999921997,0.0
62,81,189.99999999981998,0.0
62,82,199.99999999966997,0.0
62,83,210.00000000006997,0.0
62,84,220.00000000046998,0.0
62,85,229.99999999998,0.0
62,86,240.00000000038,0.0
62,87,250.00000000028,0.0
62,88,259.99999999967,0.0
62,89,269.99999999987,0.0
62,90,279.99999999977,0.0
62,91,290.00000000067,0.0
62,92,300.00000000107,0.0
62,93,309.99999999843004,0.0
62,94,320.00000000083,0.0
62,95,330.00000000011005,0.0
62,96,340.00000000061004,0.0
62,97,350.00000000061004,0.0
62,98,360.00000000051006,0.0
62,99,370.00000000002007,0.0
62,100,379.9999999993001,0.0
63,50,130.00000000129003,0.0
63,51,119.99999999909002,0.0
63,52,110.00000000072002,0.0
63,53,100.00000000139002,0.0
63,54,90.00000000177002,0.0
63,55,80.00000000087002,0.0
63,56,70.00000000125002,0.0
63,57,60.00000000035001,0.0
63,58,50.00000000050001,0.0
63,59,40.000000000650004,0.0
63,60,30.0000000008,0.0
63,61,20.0000000007,0.0
63,62,10.0000000005,0.0
63,64,9.99999999911,0.0
63,65,19.99999999971,0.0
63,66,29.99999999933,0.0
63,67,39.999999999180005,0.0
63,68,49.99999999928001,0.0
63,69,59.99999999948001,0.0
63,70,69.9999999987,0.0
63,71,79.9999999995,0.0
63,72,89.99999999946,0.0
63,73,99.99999999942,0.0
63,74,110.00000000002,0.0
63,75,120.00000000092,0.0
63,76,129.99999999951999,0.0
63,77,139.99999999961997,0.0
63,78,149.99999999895,0.0
63,79,159.99999999994998,0.0
63,80,169.99999999871997,0.0
63,81,179.99999999931998,0.0
63,82,189.99999999916997,0.0
63,83,199.99999999956998,0.0
63,84,209.99999999997,0.0
63,85,219.99999999948,0.0
63,86,229.99999999988,0.0
63,87,239.99999999978002,0.0
63,88,249.99999999917003,0.0
63,89,259.99999999937,0.0
63,90,269.99999999927,0.0
63,91,280.00000000017,0.0
63,92,290.00000000057,0.0
63,93,299.99999999793005,0.0
63,94,310.00000000033003,0.0
63,95,319.99999999961005,0.0
63,96,330.00000000011005,0.0
63,97,340.00000000011005,0.0
63,98,350.00000000001006,0.0
63,99,359.99999999952007,0.0
63,100,369.9999999988001,0.0
64,50,140.00000000040004,0.0
64,51,129.99999999820002,0.0
64,52,119.99999999983002,0.0
64,53,110.00000000050002,0.0
64,54,100.00000000088002,0.0
64,55,89.99999999998002,0.0
64,56,80.00000000036002,0.0
64,57,69.99999999946002,0.0
64,58,59.99999999961001,0.0
64,59,49.99999999976001,0.0
64,60,39.99999999991,0.0
64,61,29.99999999981,0.0
64,62,19.99999999961,0.0
64,63,9.99999999911,0.0
64,65,10.0000000006,0.0
64,66,20.00000000022,0.0
64,67,30.00000000007,0.0
64,68,40.00000000017,0.0
64,69,50.000000000369994,0.0
64,70,59.999999999589996,0.0
64,71,70.00000000039,0.0
64,72,80.00000000035,0.0
64,73,90.00000000031,0.0
64,74,100.00000000090999,0.0
64,75,110.00000000181,0.0
64,76,120.00000000041,0.0
64,77,130.00000000051,0.0
64,78,139.99999999983999,0.0
64,79,150.00000000083998,0.0
64,80,159.99999999960997,0.0
64,81,170.00000000020998,0.0
64,82,180.00000000005997,0.0
64,83,190.00000000045998,0.0
64,84,200.00000000085998,0.0
64,85,210.00000000037,0.0
64,86,220.00000000077,0.0
64,87,230.00000000067,0.0
64,88,240.00000000006003,0.0
64,89,250.00000000026003,0.0
64,90,260.00000000016,0.0
64,91,270.00000000106,0.0
64,92,280.00000000146,0.0
64,93,289.99999999882004,0.0
64,94,300.00000000122003,0.0
64,95,310.00000000050005,0.0
64,96,320.00000000100005,0.0
64,97,330.00000000100005,0.0
64,98,340.00000000090006,0.0
64,99,350.00000000041007,0.0
64,100,359.9999999996901,0.0
65,50,150.00000000100005,0.0
65,51,139.99999999880004,0.0
65,52,130.00000000043002,0.0
65,53,120.00000000110002,0.0
65,54,110.00000000148002,0.0
65,55,100.00000000058002,0.0
65,56,90.00000000096001,0.0
65,57,80.00000000006001,0.0
65,58,70.00000000021001,0.0
65,59,60.000000000360004,0.0
65,60,50.00000000051,0.0
65,61,40.00000000041,0.0
65,62,30.00000000021,0.0
65,63,19.99999999971,0.0
65,64,10.0000000006,0.0
65,66,9.99999999962,0.0
65,67,19.99999999947,0.0
65,68,29.99999999957,0.0
65,69,39.99999999977,0.0
65,70,49.99999999899,0.0
65,71,59.99999999979,0.0
65,72,69.99999999975,0.0
65,73,79.99999999971,0.0
65,74,90.00000000031,0.0
65,75,100.00000000121,0.0
65,76,109.99999999981,0.0
65,77,119.99999999991,0.0
65,78,129.99999999924,0.0
65,79,140.00000000024,0.0
65,80,149.99999999901,0.0
65,81,159.99999999961,0.0
65,82,169.99999999946,0.0
65,83,179.99999999986,0.0
65,84,190.00000000026,0.0
65,85,199.99999999977,0.0
65,86,210.00000000017002,0.0
65,87,220.00000000007003,0.0
65,88,229.99999999946004,0.0
65,89,239.99999999966005,0.0
65,90,249.99999999956006,0.0
65,91,260.00000000046003,0.0
65,92,270.00000000086004,0.0
65,93,279.99999999822006,0.0
65,94,290.00000000062005,0.0
65,95,299.99999999990007,0.0
65,96,310.00000000040006,0.0
