Id,XX,YY
5408,621904.79982800000,1192614.91143000000
5409,621912.01900700000,1192607.99164000000
5410,621919.23818700000,1192601.07186000000
5411,621926.45736600000,1192594.15207000000
5412,621933.67654600000,1192587.23228000000
5413,621940.89572500000,1192580.31250000000
5414,621948.11490400000,1192573.39271000000
5415,621955.33408400000,1192566.47292000000
5416,621962.55326300000,1192559.55314000000
5417,621969.77244200000,1192552.63335000000
5418,621976.99162200000,1192545.71356000000
5419,621984.21080100000,1192538.79378000000
5420,621991.42998100000,1192531.87399000000
5421,621998.64916000000,1192524.95420000000
5422,622005.86833900000,1192518.03442000000
5423,622013.08751900000,1192511.11463000000
5424,622020.30669800000,1192504.19484000000
5425,622027.52587700000,1192497.27506000000
5426,622034.74505700000,1192490.35527000000
5427,622041.96423600000,1192483.43548000000
5428,622049.18341600000,1192476.51570000000
5429,622056.40259500000,1192469.59591000000
5430,622063.62177400000,1192462.67612000000
5431,622071.07052300000,1192456.00880000000
5432,622078.64346000000,1192449.47806000000
5433,622086.21639700000,1192442.94731000000
5434,622093.78933400000,1192436.41657000000
5435,622101.36227200000,1192429.88582000000
5436,622108.93520900000,1192423.35508000000
5437,622116.50814600000,1192416.82434000000
5438,622124.08108300000,1192410.29359000000
5439,622131.65402000000,1192403.76285000000
5440,622139.22695700000,1192397.23210000000
5441,622146.79989400000,1192390.70136000000
5442,622154.37283100000,1192384.17061000000
5443,622161.94576800000,1192377.63987000000
5444,622169.51870500000,1192371.10912000000
5445,622177.09164200000,1192364.57838000000
5446,622184.66457900000,1192358.04764000000
5447,622192.42867700000,1192351.76296000000
5448,622200.62908600000,1192346.03991000000
5449,622208.82949500000,1192340.31686000000
5450,622217.02990300000,1192334.59381000000
5451,622225.23031200000,1192328.87076000000
5452,622233.43072100000,1192323.14771000000
5453,622241.63112900000,1192317.42466000000
5454,622249.83153800000,1192311.70161000000
5455,622258.03194600000,1192305.97856000000
5456,622266.23235500000,1192300.25551000000
5457,622274.43276400000,1192294.53246000000
5458,622282.63317200000,1192288.80941000000
5459,622290.83358100000,1192283.08636000000
5460,622299.03399000000,1192277.36331000000
5461,622307.23439800000,1192271.64026000000
5462,622315.43480700000,1192265.91721000000
5463,622323.63521600000,1192260.19416000000
5464,622331.83562400000,1192254.47111000000
5465,622340.03603300000,1192248.74806000000
5466,622348.23644100000,1192243.02501000000
5467,622356.43685000000,1192237.30196000000
5468,622364.63725900000,1192231.57891000000
5469,622372.83766700000,1192225.85586000000
5470,622381.03807600000,1192220.13281000000
5471,622389.23848500000,1192214.40976000000
5472,622397.43889300000,1192208.68671000000
5473,622405.63930200000,1192202.96366000000
5474,622413.83971100000,1192197.24061000000
5475,622422.04011900000,1192191.51756000000
5476,622430.24052800000,1192185.79451000000
5477,622438.44093600000,1192180.07147000000
5478,622446.64134500000,1192174.34842000000
5479,622454.84175400000,1192168.62537000000
5480,622461.74000800000,1192161.41419000000
5481,622468.50071700000,1192154.04582000000
5482,622475.26142600000,1192146.67746000000
5483,622482.02213500000,1192139.30909000000
5484,622488.78284400000,1192131.94073000000
5485,622495.54355200000,1192124.57236000000
5486,622502.30426100000,1192117.20399000000
5487,622509.06497000000,1192109.83563000000
5488,622515.82567900000,1192102.46726000000
5489,622522.58638800000,1192095.09890000000
5490,622529.34709700000,1192087.73053000000
5491,622536.10780600000,1192080.36216000000
5492,622542.86851500000,1192072.99380000000
5493,622549.62922400000,1192065.62543000000
5494,622556.38993300000,1192058.25707000000
5495,622563.15064100000,1192050.88870000000
5496,622569.91135000000,1192043.52034000000
5497,622576.67205900000,1192036.15197000000
5498,622583.43276800000,1192028.78360000000
5499,622590.19347700000,1192021.41524000000
5500,622596.95418600000,1192014.04687000000
5501,622603.71489500000,1192006.67851000000
5502,622610.47560400000,1191999.31014000000
5503,622617.23631300000,1191991.94177000000
5504,622623.99702200000,1191984.57341000000
5505,622630.75773000000,1191977.20504000000
5506,622637.51843900000,1191969.83668000000
5507,622644.27914800000,1191962.46831000000
5508,622649.82713500000,1191954.31624000000
5509,622653.76761000000,1191945.12534000000
5510,622657.70808600000,1191935.93444000000
5511,622661.64856100000,1191926.74354000000
5512,622665.58903600000,1191917.55264000000
5513,622669.52951200000,1191908.36174000000
5514,622673.46998700000,1191899.17084000000
5515,622677.41046200000,1191889.97994000000
5516,622681.35093800000,1191880.78904000000
5517,622685.29141300000,1191871.59814000000
5518,622689.23188900000,1191862.40724000000
5519,622693.17236400000,1191853.21633000000
5520,622697.11283900000,1191844.02543000000
5521,622701.05331500000,1191834.83453000000
5522,622704.99379000000,1191825.64363000000
5523,622708.93426500000,1191816.45273000000
5524,622712.87474100000,1191807.26183000000
5525,622716.81521600000,1191798.07093000000
5526,622720.75569100000,1191788.88003000000
5527,622724.69616700000,1191779.68913000000
5528,622728.63664200000,1191770.49823000000
5529,622732.57711800000,1191761.30733000000
5530,622736.51759300000,1191752.11643000000
5531,622740.45806800000,1191742.92553000000
5532,622744.39854400000,1191733.73463000000
5533,622748.33901900000,1191724.54373000000
5534,622752.27949400000,1191715.35283000000
5535,622755.59303000000,1191705.93913000000
5536,622758.33622200000,1191696.32274000000
5537,622761.07941300000,1191686.70635000000
5538,622763.82260400000,1191677.08996000000
5539,622766.56579600000,1191667.47358000000
5540,622769.30898700000,1191657.85719000000
5541,622772.05217800000,1191648.24080000000
5542,622774.79537000000,1191638.62442000000
5543,622777.53856100000,1191629.00803000000
5544,622780.28175200000,1191619.39164000000
5545,622783.02494400000,1191609.77525000000
5546,622785.76813500000,1191600.15887000000
5547,622788.51132600000,1191590.54248000000
5548,622791.25451800000,1191580.92609000000
5549,622793.99770900000,1191571.30971000000
5550,622796.74090000000,1191561.69332000000
5551,622799.48409200000,1191552.07693000000
5552,622800.53338000000,1191542.16873000000
5553,622801.16614500000,1191532.18877000000
5554,622801.79891100000,1191522.20881000000
5555,622802.43167600000,1191512.22885000000
5556,622803.06444200000,1191502.24889000000
5557,622803.69720700000,1191492.26893000000
5558,622804.32997200000,1191482.28897000000
5559,622804.96273800000,1191472.30901000000
5560,622805.59550300000,1191462.32905000000
5561,622806.22826900000,1191452.34909000000
5562,622806.86103400000,1191442.36912000000
5563,622807.49379900000,1191432.38916000000
5564,622808.12656500000,1191422.40920000000
5565,622808.75933000000,1191412.42924000000
5566,622809.39209500000,1191402.44928000000
5567,622810.02486100000,1191392.46932000000
5568,622810.65762600000,1191382.48936000000
5569,622811.29039200000,1191372.50940000000
5570,622811.92315700000,1191362.52944000000
5571,622812.55592200000,1191352.54948000000
5572,622813.18868800000,1191342.56952000000
5573,622813.82145300000,1191332.58956000000
5574,622814.45421900000,1191322.60960000000
5575,622815.08698400000,1191312.62964000000
5576,622814.68061600000,1191302.71952000000
5577,622812.71804300000,1191292.91400000000
5578,622810.75547000000,1191283.10847000000
5579,622808.79289700000,1191273.30295000000
5580,622806.83032400000,1191263.49742000000
5581,622804.86775000000,1191253.69190000000
5582,622802.90517700000,1191243.88638000000
5583,622800.94260400000,1191234.08085000000
5584,622798.98003100000,1191224.27533000000
5585,622797.01745700000,1191214.46980000000
5586,622795.05488400000,1191204.66428000000
5587,622793.09231100000,1191194.85875000000
5588,622790.28300400000,1191185.29843000000
5589,622786.70228400000,1191175.96149000000
5590,622783.12156400000,1191166.62455000000
5591,622779.54084300000,1191157.28761000000
5592,622775.96012300000,1191147.95067000000
5593,622772.37940300000,1191138.61373000000
5594,622768.79868200000,1191129.27679000000
5595,622765.21796200000,1191119.93985000000
5596,622761.63724200000,1191110.60291000000
5597,622758.05652100000,1191101.26597000000
5598,622754.47580100000,1191091.92903000000
5599,622750.89508100000,1191082.59209000000
5600,622747.31436000000,1191073.25515000000
5601,622743.73364000000,1191063.91821000000
5602,622740.15292000000,1191054.58127000000
5603,622736.57219900000,1191045.24433000000
5604,622732.99147900000,1191035.90739000000
5605,622727.75221500000,1191027.39549000000
5606,622722.46580200000,1191018.90703000000
5607,622717.17938800000,1191010.41858000000
5608,622711.89297500000,1191001.93013000000
5609,622706.60656200000,1190993.44167000000
5610,622701.32014900000,1190984.95322000000
5611,622696.03373500000,1190976.46477000000
5612,622690.74732200000,1190967.97632000000
5613,622685.46090900000,1190959.48786000000
5614,622680.17449500000,1190950.99941000000
5615,622674.88808200000,1190942.51096000000
5616,622669.60166900000,1190934.02250000000
5617,622664.31525500000,1190925.53405000000
5618,622657.72968800000,1190918.06424000000
5619,622650.74744500000,1190910.90544000000
5620,622643.76520300000,1190903.74665000000
5621,622636.78296100000,1190896.58786000000
5622,622629.80071800000,1190889.42907000000
5623,622622.81847600000,1190882.27028000000
5624,622615.83623400000,1190875.11149000000
5625,622608.85399100000,1190867.95270000000
5626,622601.87174900000,1190860.79391000000
5627,622594.88950600000,1190853.63511000000
5628,622587.90726400000,1190846.47632000000
5629,622580.92502200000,1190839.31753000000
5630,622573.11619600000,1190833.14635000000
5631,622564.83951600000,1190827.53417000000
5632,622556.56283600000,1190821.92199000000
5633,622548.28615600000,1190816.30981000000
5634,622540.00947600000,1190810.69763000000
5635,622531.73279600000,1190805.08545000000
5636,622523.45611600000,1190799.47327000000
5637,622515.17943600000,1190793.86109000000
5638,622506.90275600000,1190788.24891000000
5639,622498.62607700000,1190782.63673000000
5640,622490.34939700000,1190777.02455000000
5641,622482.07271700000,1190771.41237000000
5642,622473.79603700000,1190765.80019000000
5643,622465.51935700000,1190760.18801000000
5644,622457.24267700000,1190754.57583000000
5645,622448.52401800000,1190749.74402000000
5646,622439.45444000000,1190745.53180000000
5647,622430.38486200000,1190741.31959000000
5648,622421.31528400000,1190737.10737000000
5649,622412.24570600000,1190732.89516000000
5650,622403.17612800000,1190728.68294000000
5651,622394.10655000000,1190724.47073000000
5652,622385.03697200000,1190720.25851000000
5653,622375.96739400000,1190716.04630000000
5654,622366.89781600000,1190711.83408000000
5655,622357.82823800000,1190707.62187000000
5656,622348.75866000000,1190703.40965000000
5657,622339.68908200000,1190699.19744000000
5658,622330.47444800000,1190695.33240000000
5659,622321.10410000000,1190691.84004000000
5660,622311.73375100000,1190688.34768000000
5661,622302.36340300000,1190684.85532000000
5662,622292.99305400000,1190681.36296000000
5663,622283.62270600000,1190677.87060000000
5664,622274.25235700000,1190674.37825000000
5665,622264.88200900000,1190670.88589000000
5666,622255.51166000000,1190667.39353000000
5667,622246.14131200000,1190663.90117000000
5668,622236.77096300000,1190660.40881000000
5669,622227.40061500000,1190656.91645000000
5670,622218.03026600000,1190653.42409000000
5671,622208.65991800000,1190649.93173000000
5672,622199.28956900000,1190646.43938000000
5673,622189.77726500000,1190643.43227000000
5674,622180.00207500000,1190641.32380000000
5675,622170.22688500000,1190639.21532000000
5676,622160.45169600000,1190637.10685000000
5677,622150.67650600000,1190634.99837000000
5678,622140.90131600000,1190632.88990000000
5679,622131.12612600000,1190630.78142000000
5680,622121.35093600000,1190628.67295000000
5681,622111.57574700000,1190626.56447000000
5682,622101.80055700000,1190624.45600000000
5683,622092.02536700000,1190622.34753000000
5684,622082.19628800000,1190620.58421000000
5685,622072.24360400000,1190619.61258000000
5686,622062.29091900000,1190618.64095000000
5687,622052.33823400000,1190617.66932000000
5688,622042.38554900000,1190616.69769000000
5689,622032.43286400000,1190615.72606000000
5690,622022.48017900000,1190614.75443000000
5691,622012.52749500000,1190613.78280000000
5692,622002.57481000000,1190612.81117000000
5693,621992.62212500000,1190611.83954000000
5694,621982.66944000000,1190610.86791000000
5695,621972.71675500000,1190609.89628000000
5696,621962.76856200000,1190609.43371000000
5697,621952.83457000000,1190610.58079000000
5698,621942.90057800000,1190611.72788000000
5699,621932.96658600000,1190612.87496000000
5700,621923.03259400000,1190614.02205000000
5701,621913.09860200000,1190615.16913000000
5702,621903.16461000000,1190616.31622000000
5703,621893.23061800000,1190617.46330000000
5704,621883.29662600000,1190618.61038000000
5705,621873.36263400000,1190619.75747000000
5706,621863.42864200000,1190620.90455000000
5707,621853.49465000000,1190622.05164000000
5708,621843.56065800000,1190623.19872000000
5709,621833.62666600000,1190624.34581000000
5710,621823.69267400000,1190625.49289000000
5711,621813.75868200000,1190626.63998000000
5712,621803.82469000000,1190627.78706000000
5713,621793.89069700000,1190628.93414000000
5714,621783.95670500000,1190630.08123000000
5715,621774.02271300000,1190631.22831000000
5716,621764.08872100000,1190632.37540000000
5717,621754.15472900000,1190633.52248000000
5718,621744.28131700000,1190634.89300000000
5719,621735.12840500000,1190638.92093000000
5720,621725.97549200000,1190642.94885000000
5721,621716.82258000000,1190646.97678000000
5722,621707.66966800000,1190651.00471000000
5723,621698.51675600000,1190655.03264000000
5724,621689.36384400000,1190659.06056000000
5725,621680.21093200000,1190663.08849000000
5726,621671.05802000000,1190667.11642000000
5727,621661.90510800000,1190671.14435000000
5728,621652.75219600000,1190675.17228000000
5729,621643.59928400000,1190679.20020000000
5730,621634.44637200000,1190683.22813000000
5731,621625.29346000000,1190687.25606000000
5732,621616.14054800000,1190691.28399000000
5733,621606.98763600000,1190695.31191000000
5734,621597.83472400000,1190699.33984000000
5735,621588.68181200000,1190703.36777000000
5736,621579.52890000000,1190707.39570000000
5737,621570.37598800000,1190711.42362000000
5738,621561.22307600000,1190715.45155000000
5739,621552.07016400000,1190719.47948000000
5740,621542.91725200000,1190723.50741000000
5741,621533.76434000000,1190727.53534000000
5742,621525.66716800000,1190733.38438000000
5743,621517.62349500000,1190739.32570000000
5744,621509.57982200000,1190745.26702000000
5745,621501.53614800000,1190751.20835000000
5746,621493.49247500000,1190757.14967000000
5747,621485.44880200000,1190763.09099000000
5748,621477.40512800000,1190769.03231000000
5749,621469.36145500000,1190774.97364000000
5750,621461.31778200000,1190780.91496000000
5751,621453.27410800000,1190786.85628000000
5752,621445.23043500000,1190792.79761000000
5753,621437.18676200000,1190798.73893000000
5754,621429.14308800000,1190804.68025000000
5755,621421.09941500000,1190810.62158000000
5756,621413.05574100000,1190816.56290000000
5757,621405.01206800000,1190822.50422000000
5758,621396.96839500000,1190828.44554000000
5759,621388.92472100000,1190834.38687000000
5760,621380.88104800000,1190840.32819000000
5761,621372.83737500000,1190846.26951000000
5762,621364.79370100000,1190852.21084000000
5763,621356.75002800000,1190858.15216000000
5764,621348.70635500000,1190864.09348000000
5765,621340.66268100000,1190870.03481000000
5766,621333.33690500000,1190876.80967000000
5767,621326.26867700000,1190883.88358000000
5768,621319.20044900000,1190890.95749000000
5769,621312.13222100000,1190898.03139000000
5770,621305.06399300000,1190905.10530000000
5771,621297.99576600000,1190912.17921000000
5772,621290.92753800000,1190919.25311000000
5773,621283.85931000000,1190926.32702000000
5774,621276.79108200000,1190933.40093000000
5775,621269.72285400000,1190940.47483000000
5776,621262.65462600000,1190947.54874000000
5777,621255.58639800000,1190954.62265000000
5778,621248.51817000000,1190961.69655000000
5779,621241.44994200000,1190968.77046000000
5780,621234.38171400000,1190975.84437000000
5781,621227.31348600000,1190982.91827000000
5782,621220.24525800000,1190989.99218000000
5783,621213.17703000000,1190997.06609000000
5784,621206.10880200000,1191004.13999000000
5785,621199.04057400000,1191011.21390000000
5786,621191.97234700000,1191018.28781000000
5787,621184.90411900000,1191025.36171000000
5788,621177.83589100000,1191032.43562000000
5789,621170.76766300000,1191039.50952000000
5790,621164.83630600000,1191047.52377000000
5791,621159.21355800000,1191055.79327000000
5792,621153.59081000000,1191064.06278000000
5793,621147.96806200000,1191072.33228000000
5794,621142.34531400000,1191080.60179000000
5795,621136.72256600000,1191088.87129000000
5796,621131.09981800000,1191097.14080000000
5797,621125.47707000000,1191105.41030000000
5798,621119.85432300000,1191113.67981000000
5799,621114.23157500000,1191121.94931000000
5800,621108.60882700000,1191130.21882000000
5801,621102.98607900000,1191138.48832000000
5802,621097.36333100000,1191146.75782000000
5803,621091.74058300000,1191155.02733000000
5804,621086.11783500000,1191163.29683000000
5805,621080.49508700000,1191171.56634000000
5806,621074.87233900000,1191179.83584000000
5807,621069.24959100000,1191188.10535000000
5808,621063.62684400000,1191196.37485000000
5809,621058.00409600000,1191204.64436000000
5810,621052.38134800000,1191212.91386000000
5811,621046.75860000000,1191221.18337000000
5812,621041.13585200000,1191229.45287000000
5813,621035.51310400000,1191237.72238000000
5814,621029.19659500000,1191245.45057000000
5815,621022.54251600000,1191252.91537000000
5816,621015.88843800000,1191260.38017000000
5817,621009.23436000000,1191267.84497000000
5818,621002.58028100000,1191275.30977000000
5819,620995.92620300000,1191282.77457000000
5820,620989.27212400000,1191290.23937000000
5821,620982.61804600000,1191297.70417000000
5822,620975.96396800000,1191305.16897000000
5823,620969.30988900000,1191312.63377000000
5824,620962.65581100000,1191320.09857000000
5825,620956.00173300000,1191327.56337000000
5826,620949.34765400000,1191335.02817000000
5827,620942.69357600000,1191342.49297000000
5828,620936.03949800000,1191349.95777000000
5829,620929.38541900000,1191357.42257000000
5830,620922.73134100000,1191364.88737000000
5831,620916.07726200000,1191372.35217000000
5832,620909.42318400000,1191379.81697000000
5833,620902.76910600000,1191387.28177000000
5834,620896.11502700000,1191394.74657000000
5835,620889.46094900000,1191402.21137000000
5836,620882.80687100000,1191409.67617000000
5837,620876.15279200000,1191417.14097000000
5838,620869.49871400000,1191424.60577000000
5839,620862.25717600000,1191431.44568000000
5840,620854.39615400000,1191437.62665000000
5841,620846.53513300000,1191443.80762000000
5842,620838.67411100000,1191449.98858000000
5843,620830.81309000000,1191456.16955000000
5844,620822.95206800000,1191462.35052000000
5845,620815.09104700000,1191468.53148000000
5846,620807.23002600000,1191474.71245000000
5847,620799.36900400000,1191480.89341000000
5848,620791.50798300000,1191487.07438000000
5849,620783.64696100000,1191493.25535000000
5850,620775.78594000000,1191499.43631000000
5851,620767.92491800000,1191505.61728000000
5852,620760.06389700000,1191511.79824000000
5853,620752.20287600000,1191517.97921000000
5854,620744.34185400000,1191524.16018000000
5855,620736.48083300000,1191530.34114000000
5856,620728.61981100000,1191536.52211000000
5857,620720.75879000000,1191542.70307000000
5858,620712.89776800000,1191548.88404000000
5859,620705.03674700000,1191555.06501000000
5860,620697.17572500000,1191561.24597000000
5861,620689.31470400000,1191567.42694000000
5862,620681.45368300000,1191573.60791000000
5863,620673.59266100000,1191579.78887000000
5864,620665.73164000000,1191585.96984000000
5865,620657.87061800000,1191592.15080000000
5866,620650.00959700000,1191598.33177000000
5867,620642.14857500000,1191604.51274000000
5868,620634.28755400000,1191610.69370000000
5869,620626.42653300000,1191616.87467000000
5870,620618.56551100000,1191623.05563000000
5871,620610.70449000000,1191629.23660000000
5872,620601.45615900000,1191633.01332000000
5873,620592.17096200000,1191636.72615000000
5874,620582.88576500000,1191640.43898000000
5875,620573.60056800000,1191644.15182000000
5876,620564.31537100000,1191647.86465000000
5877,620555.03017400000,1191651.57748000000
5878,620545.74497700000,1191655.29031000000
5879,620536.45978000000,1191659.00314000000
5880,620527.17458300000,1191662.71597000000
5881,620517.88938600000,1191666.42880000000
5882,620508.60418900000,1191670.14164000000
5883,620499.31899200000,1191673.85447000000
5884,620490.03379500000,1191677.56730000000
5885,620480.74859800000,1191681.28013000000
5886,620471.46340100000,1191684.99296000000
5887,620462.17820400000,1191688.70579000000
5888,620452.89300700000,1191692.41862000000
5889,620443.60781000000,1191696.13145000000
5890,620434.32261300000,1191699.84429000000
5891,620425.03741600000,1191703.55712000000
5892,620415.75221900000,1191707.26995000000
5893,620406.46702200000,1191710.98278000000
5894,620397.18182500000,1191714.69561000000
5895,620387.89662800000,1191718.40844000000
5896,620378.61143100000,1191722.12127000000
5897,620369.32623400000,1191725.83411000000
5898,620360.04103700000,1191729.54694000000
5899,620350.75584000000,1191733.25977000000
5900,620341.47064300000,1191736.97260000000
5901,620332.18544600000,1191740.68543000000
5902,620322.90024900000,1191744.39826000000
5903,620313.58801500000,1191748.02016000000
5904,620303.78267000000,1191749.98363000000
5905,620293.97732500000,1191751.94710000000
5906,620284.17198000000,1191753.91057000000
5907,620274.36663500000,1191755.87404000000
5908,620264.56129000000,1191757.83751000000
5909,620254.75594500000,1191759.80098000000
5910,620244.95060000000,1191761.76445000000
5911,620235.14525500000,1191763.72792000000
5912,620225.33991100000,1191765.69138000000
5913,620215.53456600000,1191767.65485000000
5914,620205.72922100000,1191769.61832000000
5915,620195.92387600000,1191771.58179000000
5916,620186.11853100000,1191773.54526000000
5917,620176.31318600000,1191775.50873000000
5918,620166.50784100000,1191777.47220000000
5919,620156.70249600000,1191779.43567000000
5920,620146.89715100000,1191781.39914000000
5921,620137.09180600000,1191783.36261000000
5922,620127.28646100000,1191785.32608000000
5923,620117.48111700000,1191787.28955000000
5924,620107.67577200000,1191789.25301000000
5925,620097.87042700000,1191791.21648000000
5926,620088.06508200000,1191793.17995000000
5927,620078.25973700000,1191795.14342000000
5928,620068.45439200000,1191797.10689000000
5929,620058.64904700000,1191799.07036000000
5930,620048.84370200000,1191801.03383000000
5931,620039.03835700000,1191802.99730000000
5932,620029.23301200000,1191804.96077000000
5933,620019.42766700000,1191806.92424000000
5934,620009.62232300000,1191808.88771000000
5935,619999.81697800000,1191810.85118000000
5936,619990.01163300000,1191812.81465000000
5937,619980.20628800000,1191814.77811000000
5938,619970.40094300000,1191816.74158000000
5939,619960.59559800000,1191818.70505000000
5940,619950.79025300000,1191820.66852000000
5941,619940.98490800000,1191822.63199000000
5942,619931.17956300000,1191824.59546000000
5943,619921.37421800000,1191826.55893000000
5944,619911.56346500000,1191828.40479000000
5945,619901.61929300000,1191827.34959000000
5946,619891.67512100000,1191826.29439000000
5947,619881.73094900000,1191825.23919000000
5948,619871.78677700000,1191824.18399000000
5949,619861.84260500000,1191823.12879000000
5950,619851.89843300000,1191822.07360000000
5951,619841.95426100000,1191821.01840000000
5952,619832.01008900000,1191819.96320000000
5953,619822.06591700000,1191818.90800000000
5954,619812.12174500000,1191817.85280000000
5955,619802.17757300000,1191816.79760000000
5956,619792.23340100000,1191815.74240000000
5957,619782.28922900000,1191814.68720000000
5958,619772.34505700000,1191813.63201000000
5959,619762.40088600000,1191812.57681000000
5960,619752.45671400000,1191811.52161000000
5961,619742.51254200000,1191810.46641000000
5962,619732.56837000000,1191809.41121000000
5963,619722.62419800000,1191808.35601000000
5964,619712.68002600000,1191807.30081000000
5965,619702.73585400000,1191806.24561000000
5966,619692.79168200000,1191805.19042000000
5967,619682.84751000000,1191804.13522000000
5968,619672.90333800000,1191803.08002000000
5969,619662.95916600000,1191802.02482000000
5970,619653.01499400000,1191800.96962000000
5971,619643.07082200000,1191799.91442000000
5972,619633.12665000000,1191798.85922000000
5973,619623.37273700000,1191796.67132000000
5974,619613.62953100000,1191794.41966000000
5975,619603.88632600000,1191792.16801000000
5976,619594.14312100000,1191789.91636000000
5977,619584.39991500000,1191787.66470000000
5978,619574.65671000000,1191785.41305000000
5979,619564.91350400000,1191783.16139000000
5980,619555.17029900000,1191780.90974000000
5981,619545.42709300000,1191778.65808000000
5982,619535.68388800000,1191776.40643000000
5983,619525.94068300000,1191774.15477000000
5984,619516.19747700000,1191771.90312000000
5985,619506.45427200000,1191769.65147000000
5986,619496.71106600000,1191767.39981000000
5987,619486.96786100000,1191765.14816000000
5988,619477.22465500000,1191762.89650000000
5989,619467.48145000000,1191760.64485000000
5990,619457.73824400000,1191758.39319000000
5991,619447.99503900000,1191756.14154000000
5992,619438.25183400000,1191753.88988000000
5993,619428.50862800000,1191751.63823000000
5994,619418.76542300000,1191749.38658000000
5995,619409.02221700000,1191747.13492000000
5996,619399.27901200000,1191744.88327000000
5997,619389.53580600000,1191742.63161000000
5998,619379.79260100000,1191740.37996000000
5999,619370.04939600000,1191738.12830000000
6000,619360.30619000000,1191735.87665000000
6001,619351.00550100000,1191732.31471000000
6002,619341.89216500000,1191728.19802000000
6003,619332.77882900000,1191724.08134000000
6004,619323.66549300000,1191719.96465000000
6005,619314.55215700000,1191715.84797000000
6006,619305.43882000000,1191711.73128000000
6007,619296.32548400000,1191707.61459000000
6008,619287.21214800000,1191703.49791000000
6009,619278.09881200000,1191699.38122000000
6010,619268.98547600000,1191695.26454000000
6011,619259.87214000000,1191691.14785000000
6012,619250.75880400000,1191687.03116000000
6013,619241.64546800000,1191682.91448000000
6014,619232.53213200000,1191678.79779000000
6015,619223.41879500000,1191674.68111000000
6016,619214.30545900000,1191670.56442000000
6017,619205.19212300000,1191666.44773000000
6018,619196.07878700000,1191662.33105000000
6019,619186.96545100000,1191658.21436000000
6020,619177.85211500000,1191654.09767000000
6021,619168.73877900000,1191649.98099000000
6022,619159.62544300000,1191645.86430000000
6023,619150.51210600000,1191641.74762000000
6024,619141.39877000000,1191637.63093000000
6025,619132.28543400000,1191633.51424000000
6026,619123.17209800000,1191629.39756000000
6027,619114.05876200000,1191625.28087000000
6028,619104.94542600000,1191621.16419000000
6029,619095.83209000000,1191617.04750000000
6030,619086.71875400000,1191612.93081000000
6031,619077.60541800000,1191608.81413000000
6032,619068.49208100000,1191604.69744000000
6033,619059.37874500000,1191600.58075000000
6034,619050.26540900000,1191596.46407000000
6035,619042.00725900000,1191590.89185000000
6036,619033.97516100000,1191584.93489000000
6037,619025.94306300000,1191578.97792000000
6038,619017.91096500000,1191573.02096000000
6039,619009.87886700000,1191567.06400000000
6040,619001.84676900000,1191561.10704000000
6041,618993.81467200000,1191555.15007000000
6042,618985.78257400000,1191549.19311000000
6043,618977.75047600000,1191543.23615000000
6044,618969.71837800000,1191537.27919000000
6045,618961.68628000000,1191531.32222000000
6046,618953.65418200000,1191525.36526000000
6047,618945.62208400000,1191519.40830000000
6048,618937.58998600000,1191513.45133000000
6049,618929.55788900000,1191507.49437000000
6050,618921.52579100000,1191501.53741000000
6051,618913.49369300000,1191495.58045000000
6052,618905.46159500000,1191489.62348000000
6053,618897.42949700000,1191483.66652000000
6054,618889.39739900000,1191477.70956000000
6055,618881.36530100000,1191471.75260000000
6056,618873.33320400000,1191465.79563000000
6057,618865.30110600000,1191459.83867000000
6058,618857.26900800000,1191453.88171000000
6059,618849.23691000000,1191447.92475000000
6060,618841.20481200000,1191441.96778000000
6061,618833.17271400000,1191436.01082000000
6062,618825.14061600000,1191430.05386000000
6063,618817.10851800000,1191424.09690000000
6064,618809.07642100000,1191418.13993000000
6065,618801.04432300000,1191412.18297000000
6066,618793.01222500000,1191406.22601000000
6067,618784.98012700000,1191400.26904000000
6068,618777.63936000000,1191393.55545000000
6069,618770.98357800000,1191386.09217000000
6070,618764.32779500000,1191378.62889000000
6071,618757.67201200000,1191371.16561000000
6072,618751.01623000000,1191363.70233000000
6073,618744.36044700000,1191356.23905000000
6074,618737.70466400000,1191348.77577000000
6075,618731.04888100000,1191341.31249000000
6076,618724.39309900000,1191333.84921000000
6077,618717.73731600000,1191326.38592000000
6078,618711.08153300000,1191318.92264000000
6079,618704.42575000000,1191311.45936000000
6080,618697.76996800000,1191303.99608000000
6081,618691.11418500000,1191296.53280000000
6082,618684.45840200000,1191289.06952000000
6083,618677.80261900000,1191281.60624000000
6084,618671.14683700000,1191274.14296000000
6085,618664.49105400000,1191266.67968000000
6086,618657.83527100000,1191259.21640000000
6087,618651.17948900000,1191251.75312000000
6088,618644.52370600000,1191244.28984000000
6089,618637.86792300000,1191236.82656000000
6090,618631.21214000000,1191229.36328000000
6091,618624.55635800000,1191221.90000000000
6092,618617.90057500000,1191214.43672000000
6093,618611.24479200000,1191206.97344000000
6094,618604.58900900000,1191199.51016000000
6095,618597.93322700000,1191192.04688000000
6096,618591.27744400000,1191184.58359000000
6097,618584.62166100000,1191177.12031000000
6098,618577.96587800000,1191169.65703000000
6099,618571.31009600000,1191162.19375000000
6100,618564.65431300000,1191154.73047000000
6101,618557.99853000000,1191147.26719000000
6102,618551.34274700000,1191139.80391000000
6103,618544.68696500000,1191132.34063000000
6104,618537.90992100000,1191124.98769000000
6105,618531.10580700000,1191117.65939000000
6106,618524.30169300000,1191110.33109000000
